text,label,source,writing_style
لطفي بلادة هههه,negative,kaggle_moroccan_sentiment,mixed
خسارت الفلوس و العملة الصعبة.,negative,huggingface_darija_reviews,Arabic
"He sera7e mrith nafsaniyan ,walah mani fahem kifah 7atouh rais na9aba",negative,kaggle_moroccan_sentiment,mixed
ملا فصالة,negative,kaggle_moroccan_sentiment,mixed
فنانة,positive,kaggle_moroccan_sentiment,mixed
طيح سعدك و سعد أمك يا خامج تفوه عليك يا مسخ,negative,kaggle_moroccan_sentiment,mixed
Blada werkeka,negative,kaggle_moroccan_sentiment,mixed
Dalloula w 3assoula rabi yehmiha,positive,kaggle_moroccan_sentiment,mixed
مارق برش ..مريظ بلكلام,negative,kaggle_moroccan_sentiment,mixed
فيلم لا علاقة تضياع الوقت مفهمتش هادو اللي تيقولو زوين واش من نيتهم صدموني,negative,huggingface_darija_reviews,Arabic
الله يرحم والديك كيف رحمة اناس ربي اجازيك كل خير وربي يعتيك علا قد قلبك bravo,positive,kaggle_moroccan_sentiment,mixed
3lech ena 3ejbetni ! chab3a tho7k !,positive,kaggle_moroccan_sentiment,mixed
Momtaz,positive,kaggle_moroccan_sentiment,mixed
Tawa kif mech 3ajebkoum lwech tetfarjou fih wta7r9ou fi 3sabkoum mêla mounef9in,negative,kaggle_moroccan_sentiment,mixed
باين من حديثو سياسي ذيب و ميحصلش,negative,kaggle_moroccan_sentiment,mixed
Khiiiiit,negative,kaggle_moroccan_sentiment,mixed
Mabslou w mabldou w 9addech thamer w la3eb feha yefhem fi kol chay w weld errbat.na3mbou halfsala yammimti mabslou.sakroulou fommou pfffffffffffffffffffffffffffffffffffffffffff.go fuck ur self go fuck your self go fuck your self. Ya jarbou3 marznek n7eb narka7 fih belmochta w bel kaf .yammasa5 ya wej ellou7 3omrek makont fannen 7a99ek te5dem fi parking walla fel belvidaire cloon tfiiiiiiiiih 3lik,negative,kaggle_moroccan_sentiment,mixed
Cha3b mounafi9,negative,kaggle_moroccan_sentiment,mixed
خماج البلاطوات لحاسه القواده تجري في الدم,negative,kaggle_moroccan_sentiment,mixed
ما عجبتنيش,negative,kaggle_moroccan_sentiment,mixed
rajeeeeeel bravo walid :*,positive,kaggle_moroccan_sentiment,mixed
Malla khallat hyaa mostawa monhatt,negative,kaggle_moroccan_sentiment,mixed
mella mehezla nesem3ou feha kol youm winha el mou7esba,negative,kaggle_moroccan_sentiment,mixed
mnawra mahlek,positive,kaggle_moroccan_sentiment,mixed
Te3jebni  w nhebha baaarcha blhk rzina  w mt5alke  . t3jbni k mthle bravoooo,positive,kaggle_moroccan_sentiment,mixed
Malla malhit nakrih halmandhir fidam,negative,kaggle_moroccan_sentiment,mixed
نضال،تحدي و أمل بصراحة أكثر من رائعة سيدتي,positive,kaggle_moroccan_sentiment,mixed
برنامج واعر وناجح كيقيس نبض الفنان الحقيقي الفنان الصبور والخلوق ومن خلالو اكتاشفنا شحال من فنان لايليق بالفن,positive,huggingface_darija_reviews,Arabic
Tbarkala aalik ya rym zin w 3in w rzana ; mwaf9a nshalah :*,positive,kaggle_moroccan_sentiment,mixed
Mahlehom ezoz ye3jbouni,positive,kaggle_moroccan_sentiment,mixed
Brasmi a7sen ni3ma hiya l5wat fi dinia walh Ana 3andi 5oya ma m5alini na9es shay rabi y5alih w rabí y5alilkoum 5watkoum nass kol,positive,kaggle_moroccan_sentiment,mixed
kafon ya 8oul wassil ou  rabi i3ink yal5ou  Kafon <3,positive,kaggle_moroccan_sentiment,mixed
Machalah,positive,kaggle_moroccan_sentiment,mixed
مثال للمرأة التونسية,positive,kaggle_moroccan_sentiment,mixed
Sel3a kal5a,negative,kaggle_moroccan_sentiment,mixed
عري روحك و ولي فنانة و ممثلة و نجمة ستاااااار  بروا يعطيكم عاااار فوق عاااار  انشاء الله .   :(,negative,kaggle_moroccan_sentiment,mixed
ماسطين كيفك,negative,kaggle_moroccan_sentiment,mixed
Sahbi  tayer  rabi  y5alik w yostorek,positive,kaggle_moroccan_sentiment,mixed
"Fja3ni 
محلاها مرتك اله يحفضكم😊😍👍
ma7la zino ;)
9tltna dha7k .
cv southa 7low
Rajil mitroubi ou ikdim a3la rouhou
Bayouta ye mezyenaaaa tbarklh aalik tjrs jeune ma chère 😍
تبرك الله اعليها صوت حلو ومزيانة
راجل.ياوليد.انت.مثلتنا.احسن.تمثيل.برافو.وخروجك.احسن.ماتبقي.مع.الشلايك
معلم.
Mizyén
برافو عالمي
أحسن و أقوي قناة في تونس و أكثر ناس خادمة برافو واصلو و كيما يقولو عين الحسود فيها عود ...  Bravooooooooooo:*
منورة كلام الناس **
wajiha men a7sen el moumathlet fi tunis  w eni cha5siyan te3jebni barcha w n9olha ya3tik sa7a 3ali t9adim fih w inchalah men 7asan l a7sen :)
ديما متألقة بنجاحاتها  و  راح تكون ممثلة  مسرحية و تلفزية  كبيرة
lotfi momatel momtaz 3ale5r
فنّانة متكاملة ...صوت وأناقة ورشاقة وجمال...ان شاء الله ربّي يحفظها وان شاء الله تكمّل وتواصل النجاحات في مسيرتها الفنيّة
bravo jalloul
صوت روعة واصل امنة
راجل متثقف و واعي
Moumathla hayla  ta3rif tiadi dawrha
Raw3a
بلطي يا معلم إنشآء الله ديمة فالعلالي وربي يحميك
thabbbbel :*
ja3four dima nhebouk ma7lek
Bravo ki 9al lel 3arrafa manesm3ekch w mansad9ekch
Bravooo ena ye3jebni na3rfou f mosaique e
والله شكيب إنسان طيب ما احلاك اصلا كلام الناس بدون شكيب سامطة مع احتراماتي لآخرين وتحيا خاصة لتونس نموت عليكم بزاف والله
bravo la9ta 3alamiya
Ya wildi rak m3allim
Bel7a9 ja3far n7iib n9oliik kilmtiiiin a3miil il 5iiir w enseeeh"" w ""rabi ikathar mineek eneees""",positive,kaggle_moroccan_sentiment,mixed
mala bay5a bari ighilbi wijhek  mala bay5a!!lol,negative,kaggle_moroccan_sentiment,mixed
Mêla moustawayat monhata manather m9alba les deux nahdi w la wahid 5ir Mel la5er 5iiiiiita,negative,kaggle_moroccan_sentiment,mixed
la7as,negative,kaggle_moroccan_sentiment,mixed
راه مقطوع قلبت عليه حتى شحفت,neutral,huggingface_darija_reviews,Arabic
اداء ول اروع و اجمل,positive,huggingface_darija_reviews,Arabic
5555iiiiittttttt,negative,kaggle_moroccan_sentiment,mixed
مخيب وجه,negative,kaggle_moroccan_sentiment,mixed
حيوان في حديقة الحيوانات خوار التونسي,negative,kaggle_moroccan_sentiment,mixed
Walah nawfel wertrni we7dou,positive,kaggle_moroccan_sentiment,mixed
"أبدع البارحة في حصّة "" كلام النّاس """,positive,kaggle_moroccan_sentiment,mixed
ملا حيوان في الساعة يحكي ساعه و نص اسكت وهف يهزك,negative,kaggle_moroccan_sentiment,mixed
مااسقطو راجل توه الحبس تنحات منو الصبة والراقو مكذبك عندي احساس الا عدوه للدراقة هههه خرج يهتري بالحبس تي المهم لكلها لغة باش يكمل عروضو في الحبس,negative,kaggle_moroccan_sentiment,mixed
مااااااااا سط,negative,kaggle_moroccan_sentiment,mixed
كاين يلاه جبت باكية لبنتي شوفي ش بيم اخر ش مرات كيسالي ليهم,positive,huggingface_darija_reviews,Arabic
أي والله بكاتني برافو خديجة,positive,kaggle_moroccan_sentiment,mixed
Marzine mlayaktou,negative,kaggle_moroccan_sentiment,mixed
w howa famma a7la mel 5wet ;) :D ma7leh bayroum <3 *,positive,kaggle_moroccan_sentiment,mixed
M7lek fgouwn yessir t3jebni balti,positive,kaggle_moroccan_sentiment,mixed
Mala 9hba,negative,kaggle_moroccan_sentiment,mixed
chbih maset t7esou mayrkebech 3la ba3dhou 7ata fi mandhrou y3ayef wlh,negative,kaggle_moroccan_sentiment,mixed
التمثيل فاشل و في الكلام فاشل و الحوارات فاشل و في كل شيء فاشل,negative,kaggle_moroccan_sentiment,mixed
توا تأكدت أنو انت صفر و تافه و أبله و اهم حاجة انت قرد شمبنزي(حاشة خليقة الرحمان) هههه ..,negative,kaggle_moroccan_sentiment,mixed
منشط يستحق التشجيع,positive,kaggle_moroccan_sentiment,mixed
Formidable,positive,kaggle_moroccan_sentiment,mixed
جايبين مثلي مش راجل و المشكلة برشا موافقينو تفوه عالممارك الي يشجعو عالقباحة ما فاهم الوضع كان وليد التونسي,negative,kaggle_moroccan_sentiment,mixed
3alamiyaaaa,positive,kaggle_moroccan_sentiment,mixed
عيب تقلو علي سي الطاهر هكا هههههه تي والله عيب ..,negative,kaggle_moroccan_sentiment,mixed
طلعت منو ريحة البهامة !!,negative,kaggle_moroccan_sentiment,mixed
"من برا تجمعي 
مقزز..مقرف..",negative,kaggle_moroccan_sentiment,mixed
borjolia ta3jebni maya ki tabda to3bér :D,positive,kaggle_moroccan_sentiment,mixed
mi3llllllllmi,positive,kaggle_moroccan_sentiment,mixed
قتلاتهوم سامسونج عاوتاني 🔥🔥🔥🔥,positive,huggingface_darija_reviews,Arabic
mate3jbnich rim w louk mech mwatiha,negative,kaggle_moroccan_sentiment,mixed
"amine bsara7a ta9dim barnemej klem enness mahouch mwatik 5atrek masset barcha,,,,",negative,kaggle_moroccan_sentiment,mixed
احلى حسين ربي يحفظك و نشاله من حسن الى احسن بحبك مووووت,positive,kaggle_moroccan_sentiment,mixed
محلاك حتى كاننك عزوزة,positive,kaggle_moroccan_sentiment,mixed
Behya w n7ebha,positive,kaggle_moroccan_sentiment,mixed
بصراحة تعيّف و خاصة هاك كريم الغربي,negative,kaggle_moroccan_sentiment,mixed
اغلب المعلقين انانيين.اليس الاستراد والتصدير دكر في القرآن سورة قريش.لو كان عند الافا،قة ما يكفيهم لما استوردوا.حرام عليهم ولكن حلال علينا ان نستورد،من اسيا اوروبا امريكا.اتقوا الله غي البشر.اما هده الحادتة وقعو لان البلد،في انفلات امني,negative,hespress_manual_khalid,Arabic
M3alem ja3fer,positive,kaggle_moroccan_sentiment,mixed
Nakerheeeeeeeeeeeeék,negative,kaggle_moroccan_sentiment,mixed
rak maset rak laset w homani,negative,kaggle_moroccan_sentiment,mixed
Tahana,negative,kaggle_moroccan_sentiment,mixed
من أفضل البرامج.,positive,kaggle_moroccan_sentiment,mixed
"افففففف""",negative,kaggle_moroccan_sentiment,mixed
el7ob ♡,positive,kaggle_moroccan_sentiment,mixed
عسل ومحلاه احنا مازلنا ما تعودناش عليه اما برافوا امين,positive,kaggle_moroccan_sentiment,mixed
HTA ana 3andi had lmochkil fiha khososan fach katkon katnchef katderdk bzaf wkatkhrj mn blastha khasena nchdoha,negative,huggingface_darija_reviews,Arabizi
جلول رجل دولة و وطني ثابت على مواقفه و موقفه هذا نابع من حبه لتونس التي خربها امثال الرحموني الارهابي اللي كان جات الدنيا دنيا ما يمدش وجهه في حتى تلفزة ما ناقصنا كان نطلبوا السماح من الارهابيين عذرا على الازعاج لكم البلاد و ما شئتم نحن عسكر كردونة لعنة الله عليك يا رحموني و على كل ما خذل البلاد و امنها,positive,kaggle_moroccan_sentiment,mixed
thabeeeeeeeeeeeeeeel mazyenha,positive,kaggle_moroccan_sentiment,mixed
دابا متبعة معاه ديفرين وافقني,positive,huggingface_darija_reviews,Arabic
mate3jebnich bsaraha marga barcha ta3mali jayer efffffff,negative,kaggle_moroccan_sentiment,mixed
mech blastou 5atrou dammou s5oun wfisa3 yech3el wmaye9belech erayé elmou5alef,negative,kaggle_moroccan_sentiment,mixed
ra7mouni erhebi fi thaweb mouhami,negative,kaggle_moroccan_sentiment,mixed
هشام الخلصي ثقافة وهرة وأخلاق وخلق والله إنت اكبر فخرلتونس..طلعتلنا المورال برافووووو,positive,kaggle_moroccan_sentiment,mixed
مرزنووو و أمسط من حكة الطماطم بو رطل,negative,kaggle_moroccan_sentiment,mixed
mashalah,positive,kaggle_moroccan_sentiment,mixed
Nadiii⚡😎❤,positive,huggingface_darija_reviews,Arabizi
bravo :),positive,kaggle_moroccan_sentiment,mixed
Cheikh Allah ibareklek,positive,kaggle_moroccan_sentiment,mixed
nmout 3liha ma7la rou7ha 5fifa,positive,kaggle_moroccan_sentiment,mixed
راجل ومش في وجهك,positive,kaggle_moroccan_sentiment,mixed
Khouya ama hsane wax samsung.S22 ultra .wla iphone.14 pro,neutral,huggingface_darija_reviews,Arabizi
هذا حيوان وليس انسان حتى الشهادة ماشهدش .,negative,kaggle_moroccan_sentiment,mixed
نحيوا بوها الثقافة مادام هذا المنحط و امثالوا يحبوا يرتقيوا بيها و يمثلوها. لا يصلح الا قواد خلاه بوه الحنين ملقاش شكون يعطيه رضعتوا,negative,kaggle_moroccan_sentiment,mixed
Moche 3adi bravo,positive,kaggle_moroccan_sentiment,mixed
مراجعة رائعة بالتوفيق للمزيد من المنتوجات,positive,huggingface_darija_reviews,Arabic
رقاص و مش متربي. فنان قلوو تقعد وهف. ملا حثالة,negative,kaggle_moroccan_sentiment,mixed
إمرأة وعليها الكلام تعرف اش تقول و ما يوقفها حتى سؤال يعطيك الصحة,positive,kaggle_moroccan_sentiment,mixed
صوت روعههههههههه برافوووو اميمه انشالله بالتوفيق,positive,kaggle_moroccan_sentiment,mixed
a7san 7aja m3lemmmmmmmmmmmmmmm,positive,kaggle_moroccan_sentiment,mixed
Weld asel et  metrobi,positive,kaggle_moroccan_sentiment,mixed
ما نتفرجوش في ها الصنطوعة التافهة اخبارها الكل تاخذ فيها من الفايسنوك,negative,kaggle_moroccan_sentiment,mixed
مقداد مثال في الرداءة الفكرية و اللغوية ..,negative,kaggle_moroccan_sentiment,mixed
سلام وعليكم مدرتيش تجربة على الهاتف سامسونج جالكسي اس 23 الترا,neutral,huggingface_darija_reviews,Arabic
يا معلم برجولية جعفور يعجبني و موش نرمال و ربي عينى,positive,kaggle_moroccan_sentiment,mixed
5ouya rabi m3ak wasel w nchala rabi m3ak,positive,kaggle_moroccan_sentiment,mixed
ya lotfi ya m3alam a9wa koumidy fi tounes,positive,kaggle_moroccan_sentiment,mixed
يا ولدي راك معلم,positive,kaggle_moroccan_sentiment,mixed
موش نورمال جو أحلى و أقوى مسلسل و لي معجبوش ميتفرجش و أني نستنى باش نتفرج عليه,positive,kaggle_moroccan_sentiment,mixed
mella 7ala,negative,kaggle_moroccan_sentiment,mixed
A7sen comedien fi tounes (y),positive,kaggle_moroccan_sentiment,mixed
نقيب داعش في تونس,negative,kaggle_moroccan_sentiment,mixed
يعطيكم صحة,positive,huggingface_darija_reviews,Arabic
ملا هامل جبتوه,negative,kaggle_moroccan_sentiment,mixed
منتوجات رائعة,positive,huggingface_darija_reviews,Arabic
bayya chbik haka masta lasta w boudi 9rib tcharkou men ketfou w yaser walit madhrouba fi ro7ek,negative,kaggle_moroccan_sentiment,mixed
الزبالة انظف منه,negative,kaggle_moroccan_sentiment,mixed
7asilo ma7lek w ma7la klamek wallah sa7 lih elrajel eli bech ta5dho 9adech mezhar,positive,kaggle_moroccan_sentiment,mixed
هذيك راجل وخير من الاف راجل,positive,kaggle_moroccan_sentiment,mixed
"شكون الكاميرة لي مزيانة
واش ردمي نوت 9ت
أو سامسونج م22",neutral,huggingface_darija_reviews,Arabic
كانت لي تجربة سيئة في مطعم فدان على طريق مراكش.,positive,huggingface_darija_reviews,Arabic
Ma3azha,positive,kaggle_moroccan_sentiment,mixed
Hal9a tayara bravo,positive,kaggle_moroccan_sentiment,mixed
Masetttttttttttt,positive,kaggle_moroccan_sentiment,mixed
صوتك حلو كي تغني آما كي تتكلم قول لطفي بو شناق,positive,kaggle_moroccan_sentiment,mixed
تفوه عليك الحق في دوله مسلمه متحربش آفات كيما هادي,negative,kaggle_moroccan_sentiment,mixed
هذا ماشي مرطب راه مرمم,neutral,huggingface_darija_reviews,Arabic
Malla 9liiil  tarbya,negative,kaggle_moroccan_sentiment,mixed
ما يحترم حد و ما يقبلش الفدلكه كيفاه يجي فكاهي مش فاهمة,negative,kaggle_moroccan_sentiment,mixed
زوين لحد الساعة,positive,huggingface_darija_reviews,Arabic
Hhhhh a7la couple mouch normal ftou9 dho7ik,positive,kaggle_moroccan_sentiment,mixed
Malla 5alkaaaaaa,negative,kaggle_moroccan_sentiment,mixed
Makhyibha,negative,kaggle_moroccan_sentiment,mixed
Mra tounsia b2tam ma3na lklima,positive,kaggle_moroccan_sentiment,mixed
Ta7oun,negative,kaggle_moroccan_sentiment,mixed
رائعة و متألقة دائما ...,positive,kaggle_moroccan_sentiment,mixed
كراكوز,negative,kaggle_moroccan_sentiment,mixed
nmouuuuuuuuut 3laha,positive,kaggle_moroccan_sentiment,mixed
Ani9a yeeeeser,positive,kaggle_moroccan_sentiment,mixed
mekch rajil tejbed fil amwett fi chharr romdhan. na3llet allah alik..,negative,kaggle_moroccan_sentiment,mixed
M3alem hhhhhhh,positive,kaggle_moroccan_sentiment,mixed
عسسسسل اما في احلى صباح على موزايييك أحسن.,positive,kaggle_moroccan_sentiment,mixed
Masssssssssssta,negative,kaggle_moroccan_sentiment,mixed
خيييت مللا مناظر,negative,kaggle_moroccan_sentiment,mixed
"يا امين صلي على النبي قلو  ١٠٠٠٠٠تكفيريين في صفاقس""",positive,kaggle_moroccan_sentiment,mixed
"No akhty hadi machi creme hydratante kadar ghi mera mera ila kan wjhk 7mer ula la cire u la nachf bzf et makadarch wjah dohni
Ana knt khditha u B9it kndirha kul nhar khrj lia 7bub bzf htal après swlt 3ad fhamt",neutral,huggingface_darija_reviews,Arabizi
Ya3tiha essa7a iyeser 7lowa,positive,kaggle_moroccan_sentiment,mixed
Yeser cha9noussa,negative,kaggle_moroccan_sentiment,mixed
maaaaaaaaaaaaaaaaaaasit wou massakh wou mridh wou bhim wéssir,negative,kaggle_moroccan_sentiment,mixed
ﺗﻜﺴﺎﺏ ﻏﺮﺍﻡ ﺗﺮﺑﻴﺔ ﺗﻔﻜﺮ ﺭﻭﺣﻚ ﻧﻬﺎﺭ ﻟﻲ ﺗﻮﻗﻒ,negative,kaggle_moroccan_sentiment,mixed
يا اللّه هو في كده هه😍زين و تربية ❤,positive,kaggle_moroccan_sentiment,mixed
ما سط,negative,kaggle_moroccan_sentiment,mixed
Ya klebb ya 9afefa,negative,kaggle_moroccan_sentiment,mixed
ممثلة ناجحة,positive,kaggle_moroccan_sentiment,mixed
ستانس بطحين في عهد بن علي ومينجمش يبطل.,negative,kaggle_moroccan_sentiment,mixed
البنات أنا عندي بشرة جافة إليه ليا داك المرطب؟,neutral,huggingface_darija_reviews,Arabic
انشاء الله مبروك عليك بنت بلادي,positive,kaggle_moroccan_sentiment,mixed
TFOU 3ALIKOM TAW HETHI MOSELSLET  mte3 3eyla,negative,kaggle_moroccan_sentiment,mixed
مسكينة والله لا يزي ممثلة فاشلة و لا يزي تحل في فمها عل الرجال و تعطي في رايها في موضوع تافه كيفها و تدافع على كمشة مرضى كيفها تفوه عليك يا خامجة,negative,kaggle_moroccan_sentiment,mixed
هي قدوة للناس الكل و هي السبب الي خلاني نتوجه حقوق ... كم اعشق تلك المرأة التي تتحدى العالم لتثبت وجودها,positive,kaggle_moroccan_sentiment,mixed
ماسطة او ديما سخيف وجه كي زبي,negative,kaggle_moroccan_sentiment,mixed
Hafsa Chaouki ااه هو الى قديت تصبري ليه تايخرج دك الحبوب كامل لتحت جلد عاد امكن اعالجو ولا انا منقدرش نشوف الحبوب فوجهي ونبقى نستعملو شكون قال ايحيدهم من بعد هههه,positive,huggingface_darija_reviews,Arabic
وشكون بالسلامة والعافية اللي عنده القدرة يدفع 2000درهم لليلة مدة شهر …نصيحة سيدتي اختيارات الفيديو تكون على حسب الزبون المطلوب وهذا الفندق اظن هو فقط مهم للطبقة المترفة بالمغرب والتي لن تحتاج لفيديو على اليوتيوب…حاولي ان تجدي للطبقة المتوسطة اماكن باسعار معقولة ومتوسطة هنا تصبح قناتك لديها اهمية ومعنى,negative,huggingface_darija_reviews,Arabic
مسلسلتافه لممثلين تفه في قناة تافهة,negative,kaggle_moroccan_sentiment,mixed
M3aleeem 3jebnii klemou bsara7a,positive,kaggle_moroccan_sentiment,mixed
mamstek ti fiz,negative,kaggle_moroccan_sentiment,mixed
برشا قلة حيا ميجيش هاكا في شهر فضيل,negative,kaggle_moroccan_sentiment,mixed
yaaaser maset,negative,kaggle_moroccan_sentiment,mixed
برافو عليك خويا,positive,huggingface_darija_reviews,Arabic
يعتيك الف صحة يا سي جعفر علي برنامج (يد وحدة) واصل وربي معاك واحنا زادة,positive,kaggle_moroccan_sentiment,mixed
mahlana attounsaa wallah ...,positive,kaggle_moroccan_sentiment,mixed
خردوووقة,negative,kaggle_moroccan_sentiment,mixed
Ana nmout 3liha 3asoula,positive,kaggle_moroccan_sentiment,mixed
Manhebbouch,negative,kaggle_moroccan_sentiment,mixed
jawek a7la jaw,positive,kaggle_moroccan_sentiment,mixed
"كي تجي بيونة تمسطها 
سامي واتباعه مستوايات منحطة
mosmama testehel makyabha
Masta walet bsara7a
ماصطة لاصطة حتى شي توا يجيكم شكون اندمكم ع الضحك
الناس تفتن بيناتكم و انتي كي البهلول تصدق و تكلاشي",negative,kaggle_moroccan_sentiment,mixed
Marznou,negative,kaggle_moroccan_sentiment,mixed
Te3jebni.met5al9a w hedya w ta7founa,positive,kaggle_moroccan_sentiment,mixed
Mamstou mo9ded mabldou marakou il est graaaaaave 😡😡😡😡😡😡,negative,kaggle_moroccan_sentiment,mixed
حنان عسل,positive,kaggle_moroccan_sentiment,mixed
amset ma5lou9 fe denya :poop: :poop:,negative,kaggle_moroccan_sentiment,mixed
اعلام المجاري صنعتوا من الطحانة رجالا,negative,kaggle_moroccan_sentiment,mixed
Katheb,negative,kaggle_moroccan_sentiment,mixed
أمير يا معذبهم برافو ;),positive,kaggle_moroccan_sentiment,mixed
ta7an w miboun,negative,kaggle_moroccan_sentiment,mixed
mala fsala far5 ta7an,negative,kaggle_moroccan_sentiment,mixed
A7sen wzir bravo,positive,kaggle_moroccan_sentiment,mixed
Bravo braaaaaavo fawzi machalla alik,positive,kaggle_moroccan_sentiment,mixed
Ja3fer vraiment rabi ya3tik ala 9ad 9albek bravoooo ya m3alem rabi ywaf9ek,positive,kaggle_moroccan_sentiment,mixed
malla chleka jeybinha ou mouch menha zeda men heka lebhim elli jebha amine wejh chkara,negative,kaggle_moroccan_sentiment,mixed
bravo sami,positive,kaggle_moroccan_sentiment,mixed
مقداد ينقص في نسبة المشاهدة ماسط و زيد اصلع و قصير كيفاش يمد وجهوا في التلفزة,negative,kaggle_moroccan_sentiment,mixed
قناة داعرة,negative,kaggle_moroccan_sentiment,mixed
ma5yeb wejha w ma5yeb tha9afetha w tfiiih 3liha mel fou9 awel mara enra ennes tet3amed et9alle9 la3bed f dyarha nheb n9olha rani nakrhek loooool w ken ta3rathni f chara3 nebse9 3lik,negative,kaggle_moroccan_sentiment,mixed
يكب سعدك وسعد الي جابك,negative,kaggle_moroccan_sentiment,mixed
اكبر طحان بوجين في تونس,negative,kaggle_moroccan_sentiment,mixed
لا تفرجت في مكتوب ولا اولاد مفيدة  #قاطع و الرخ لا قناة الفساد  . رمضان شهر العبادة و انتوما وراكم لوبيات فساد تدعم في الفهري  . اليوم في جوهرة صحفية تدعو الاباء لعدم السماح لابناءهم بمشاهدة المسلسل خاطر  قلة الحياء و الحمد للله مازال فما شرفاء و مسلمين على قاعدة,negative,kaggle_moroccan_sentiment,mixed
howa wlhi masha2llah 3lih w sem7 barcha,positive,kaggle_moroccan_sentiment,mixed
"وجوه يوما إذن 
هذا الوزير الفاشل كلما تكلم ملأ الدنيا وشغل الناس بخطاب الفتنة والكذب وقلة التربية
نور شيبة البغل ...يسب في القاضي الرحموني ...زمن العهر
توحشتو تكميم الافواه وهزان القفة
مسخ و طحان
5sarteeek ya Tounes 3melna tharwa bech na7kou 3al chams !! w yji wa7ed zay hadha ynadhér 3alena ...
أنا شخصيا متفرجتش فيه و قناه الحوار التونسي ولات مهزلة و شئ احشم و مواضيعها تافهة و الله اسكروه و شوية و هدا من شكل معروف ازح فيق على روحك تعب أمك و بوك طيحتو في الماء ملا حالة لعباد اتقدم و احنا انوخرو
amir maaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasit 
مااااااااااااااااااااااااااااااااااااااااااارق
Masettttttttttt
و محلاها الساحة الفنية بودنك  ........",negative,kaggle_moroccan_sentiment,mixed
منحبوش ماسط وقبيح ويحترم حتى حد وموش متربي وعندوش اخلاق جله,negative,kaggle_moroccan_sentiment,mixed
التوصيل جميع المدن,neutral,huggingface_darija_reviews,Arabic
bsara7a jaw fih,positive,kaggle_moroccan_sentiment,mixed
a7sen men nawfel el werteni b 10000 marra,positive,kaggle_moroccan_sentiment,mixed
Masit lasit mayy itirr bihh ok badlouh,negative,kaggle_moroccan_sentiment,mixed
ماسط وبليد ركيك وًرهدان,negative,kaggle_moroccan_sentiment,mixed
قناة الفتنة,negative,kaggle_moroccan_sentiment,mixed
Behi ama 3andou chwaya msata,negative,kaggle_moroccan_sentiment,mixed
k2rhym rak m3allm welli ye7kou 3lik lkol 8ayrin menk w8na touns  mta3 s8ar wasel ya m3allm wenchallah rappeurat touns iwallou kifk #Brins_rak,positive,kaggle_moroccan_sentiment,mixed
قناة الدعارة تبا لكم ............,negative,kaggle_moroccan_sentiment,mixed
في عالم المقاضاة تكون أحيانا هناك تفاصيل استراتيجية وراء التأخر في إيداع الملف إلى أقصى تاريخ ممكن حتى آخر يوم من الأجل القانوني المحدد. هذه الأمور يعرفها المحامون وغيرهم من القانونيين.قد أتصور في هذه الحالة أن المراد وراء هذا التأخير هو ألا تحسم الطاس في هذه القضية قبل بداية المونديال وذلك سيكون إيجابيا بالنسبة للمنتخب المغربي الذي سيذهب للمنافسة العالمية مرفوع المعنويات كبطل إفريقيا على الأقل طبقا لآخر قرار محكمة الكاف. بينما المنتخب السنيغالي فسيذهب للمونديال بمعنويات محطمة بصفته معاقب ونزعت منه بطولة إفريقيا وزد على ذلك أنه لا يعرف ماينتظره من محكمة الطاس.إذن يبدو أن الجامعة لها فريق قانوني محنك ويعرف جيدا ماذا يفعل. برافو,neutral,hespress_manual_khalid,Arabic
عبد الفتاح مورو الوحيد اللي في حزب النهضة كلاموا منطقي و معقول,positive,kaggle_moroccan_sentiment,mixed
والله لا تجي شيء متفهك و ممستك عبد !!!,negative,kaggle_moroccan_sentiment,mixed
الكبير كبير,positive,kaggle_moroccan_sentiment,mixed
انا عندي كنستعملوا يوميا غير ماتقليش عليه,positive,huggingface_darija_reviews,Arabic
إنسان مثقف و واعي و يعرف آش !!!إقول براڤوا و ربي معاه,positive,kaggle_moroccan_sentiment,mixed
Bravo TAwfik,positive,kaggle_moroccan_sentiment,mixed
من زينة النساء التونسيات :d,positive,kaggle_moroccan_sentiment,mixed
m'3allem,positive,kaggle_moroccan_sentiment,mixed
Jarbou3e,negative,kaggle_moroccan_sentiment,mixed
"3jebni walid kif dafa3 3la Ahmed fi ghaybo,bravo",positive,kaggle_moroccan_sentiment,mixed
لاأدعو إلى مقاطعة هاته القناة فقط إنما جميع قنواتنا فيها نفس السموم من إشاعة الفاحشة و الرذيلة والإلحاد والكفر في بعض الأحيان فاتقوا الله في دينكم وإولادكم وأزواجكم وأمهاتكم . أيعقل من مسلم أن يترك هاته السموم في منزله ؟؟ والله الذي لا إله إلا هو سيسأل كل منا  .أسأل الله الهداية لي ولكم,negative,kaggle_moroccan_sentiment,mixed
7al9a behia bravo semi fehri,positive,kaggle_moroccan_sentiment,mixed
ما شاء الله ربي يعطيك الصحة تحياتي لك أختي الكريمة,positive,kaggle_moroccan_sentiment,mixed
Ja3four wa7dek fi jaw,positive,kaggle_moroccan_sentiment,mixed
يضحك ياسامي برفو برفو,positive,kaggle_moroccan_sentiment,mixed
batal kouya Rajjel w Sid rjel bravo Lkol me 9olt  brabi سلام مسيو fahmou 9adrou  3malhom,positive,kaggle_moroccan_sentiment,mixed
